link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name
359,all,95,79,LeT and JeM were allies in operations across the Line of Control against Indian targets. ,Jaish-e-Mohammad,Lashkar-e-Taiba,2000,1,Pakistan -- All
655,riv,95,79,"JeM is considered a rival of LeT, due to their competition for Pakistani ISI financial and operational support.",Jaish-e-Mohammad,Lashkar-e-Taiba,2000,1,Pakistan -- All
359,all,95,79,LeT and JeM were allies in operations across the Line of Control against Indian targets. ,Jaish-e-Mohammad,Lashkar-e-Taiba,2000,1,Pakistan
655,riv,95,79,"JeM is considered a rival of LeT, due to their competition for Pakistani ISI financial and operational support.",Jaish-e-Mohammad,Lashkar-e-Taiba,2000,1,Pakistan
361,all,21,79,"LeT has had an affiliation with Al Qaeda and its forerunner, Maktab al Khidmat, since 1990s. LeT\'s alliance with AQ was reconfirmed in 2002, when senior Al Qaeda leader Abu Zubaydah was arrested from an LeT safehouse in Faisalabad. ",Al Qaeda,Lashkar-e-Taiba,1990,1,Pakistan -- All
361,all,21,79,"LeT has had an affiliation with Al Qaeda and its forerunner, Maktab al Khidmat, since 1990s. LeT\'s alliance with AQ was reconfirmed in 2002, when senior Al Qaeda leader Abu Zubaydah was arrested from an LeT safehouse in Faisalabad. ",Al Qaeda,Lashkar-e-Taiba,1990,1,Pakistan
361,all,21,79,"LeT has had an affiliation with Al Qaeda and its forerunner, Maktab al Khidmat, since 1990s. LeT\'s alliance with AQ was reconfirmed in 2002, when senior Al Qaeda leader Abu Zubaydah was arrested from an LeT safehouse in Faisalabad. ",Al Qaeda,Lashkar-e-Taiba,1990,1,Global Al Qaeda
363,riv,79,95,LeT and JeM developed a rivalry after ISI cracked down on JeM in 2004 in the aftermath of the attack on President of Pakistan. LeT continued to receive ISI\'s support.,Lashkar-e-Taiba,Jaish-e-Mohammad,2004,1,Global Al Qaeda
363,riv,79,95,LeT and JeM developed a rivalry after ISI cracked down on JeM in 2004 in the aftermath of the attack on President of Pakistan. LeT continued to receive ISI\'s support.,Lashkar-e-Taiba,Jaish-e-Mohammad,2004,1,Pakistan -- All
363,riv,79,95,LeT and JeM developed a rivalry after ISI cracked down on JeM in 2004 in the aftermath of the attack on President of Pakistan. LeT continued to receive ISI\'s support.,Lashkar-e-Taiba,Jaish-e-Mohammad,2004,1,Pakistan
365,all,21,105,AQ and TTP have cooperated against a whole range of targets in Pakistan. TTP has also provided shelter to the leadership of AQ in the tribal areas.,Al Qaeda,Tehrik-i-Taliban Pakistan,2008,1,Pakistan -- All
659,aff,21,105,"Suicide bombing at Camp Chapman, a CIA base in Khost, Afghanistan, leaves 9 dead and 8 wounded. The attack was a joint effort by TTP, AQ, and Afghan Taliban.",Al Qaeda,Tehrik-i-Taliban Pakistan,2009,1,Pakistan -- All
365,all,21,105,AQ and TTP have cooperated against a whole range of targets in Pakistan. TTP has also provided shelter to the leadership of AQ in the tribal areas.,Al Qaeda,Tehrik-i-Taliban Pakistan,2008,1,Global Islamic State
659,aff,21,105,"Suicide bombing at Camp Chapman, a CIA base in Khost, Afghanistan, leaves 9 dead and 8 wounded. The attack was a joint effort by TTP, AQ, and Afghan Taliban.",Al Qaeda,Tehrik-i-Taliban Pakistan,2009,1,Global Islamic State
365,all,21,105,AQ and TTP have cooperated against a whole range of targets in Pakistan. TTP has also provided shelter to the leadership of AQ in the tribal areas.,Al Qaeda,Tehrik-i-Taliban Pakistan,2008,1,Pakistan
659,aff,21,105,"Suicide bombing at Camp Chapman, a CIA base in Khost, Afghanistan, leaves 9 dead and 8 wounded. The attack was a joint effort by TTP, AQ, and Afghan Taliban.",Al Qaeda,Tehrik-i-Taliban Pakistan,2009,1,Pakistan
365,all,21,105,AQ and TTP have cooperated against a whole range of targets in Pakistan. TTP has also provided shelter to the leadership of AQ in the tribal areas.,Al Qaeda,Tehrik-i-Taliban Pakistan,2008,1,Global Al Qaeda
659,aff,21,105,"Suicide bombing at Camp Chapman, a CIA base in Khost, Afghanistan, leaves 9 dead and 8 wounded. The attack was a joint effort by TTP, AQ, and Afghan Taliban.",Al Qaeda,Tehrik-i-Taliban Pakistan,2009,1,Global Al Qaeda
367,riv,79,105,"LeT is close to the ISI and has been protected by the intelligence agency, but TTP has been actively targeted by the Pakistani state.",Lashkar-e-Taiba,Tehrik-i-Taliban Pakistan,2008,1,Global Al Qaeda
367,riv,79,105,"LeT is close to the ISI and has been protected by the intelligence agency, but TTP has been actively targeted by the Pakistani state.",Lashkar-e-Taiba,Tehrik-i-Taliban Pakistan,2008,1,Pakistan -- All
367,riv,79,105,"LeT is close to the ISI and has been protected by the intelligence agency, but TTP has been actively targeted by the Pakistani state.",Lashkar-e-Taiba,Tehrik-i-Taliban Pakistan,2008,1,Pakistan
371,all,79,217,LeT and HuJI were allied in operations across Line of Control against Indian targets.,Lashkar-e-Taiba,Harkat-ul-Jihadi al-Islami,1990,1,Global Al Qaeda
383,aff,79,217,"Saifullah Akhtar, leader of HuJI, and Hafiz Saeed, leader of LeT, have provided resources for each other\'s operations.",Lashkar-e-Taiba,Harkat-ul-Jihadi al-Islami,2000,1,Global Al Qaeda
371,all,79,217,LeT and HuJI were allied in operations across Line of Control against Indian targets.,Lashkar-e-Taiba,Harkat-ul-Jihadi al-Islami,1990,1,Pakistan -- All
383,aff,79,217,"Saifullah Akhtar, leader of HuJI, and Hafiz Saeed, leader of LeT, have provided resources for each other\'s operations.",Lashkar-e-Taiba,Harkat-ul-Jihadi al-Islami,2000,1,Pakistan -- All
371,all,79,217,LeT and HuJI were allied in operations across Line of Control against Indian targets.,Lashkar-e-Taiba,Harkat-ul-Jihadi al-Islami,1990,1,Pakistan
383,aff,79,217,"Saifullah Akhtar, leader of HuJI, and Hafiz Saeed, leader of LeT, have provided resources for each other\'s operations.",Lashkar-e-Taiba,Harkat-ul-Jihadi al-Islami,2000,1,Pakistan
373,all,79,219,"LeT and HuM, under ISI\'s supervision, have cooperated with each other against Indian targets in Kashmir.",Lashkar-e-Taiba,Harakat-ul-Mujahedeen,1990,1,Global Al Qaeda
373,all,79,219,"LeT and HuM, under ISI\'s supervision, have cooperated with each other against Indian targets in Kashmir.",Lashkar-e-Taiba,Harakat-ul-Mujahedeen,1990,1,Pakistan -- All
373,all,79,219,"LeT and HuM, under ISI\'s supervision, have cooperated with each other against Indian targets in Kashmir.",Lashkar-e-Taiba,Harakat-ul-Mujahedeen,1990,1,Pakistan
375,riv,105,219,HuM and TTP are rivals because of HuM\'s close relationship with the ISI.,Tehrik-i-Taliban Pakistan,Harakat-ul-Mujahedeen,2008,1,Pakistan
375,riv,105,219,HuM and TTP are rivals because of HuM\'s close relationship with the ISI.,Tehrik-i-Taliban Pakistan,Harakat-ul-Mujahedeen,2008,1,Pakistan -- All
375,riv,105,219,HuM and TTP are rivals because of HuM\'s close relationship with the ISI.,Tehrik-i-Taliban Pakistan,Harakat-ul-Mujahedeen,2008,1,Global Al Qaeda
377,all,217,105,HuJI and TTP are allies because of a shared ideology and common set of targets. HuJI leader Ilyas Kashmiri has spearheaded some of TTP\'s operations using resources of both TTP and HuJI.,Harkat-ul-Jihadi al-Islami,Tehrik-i-Taliban Pakistan,2008,1,Global Al Qaeda
377,all,217,105,HuJI and TTP are allies because of a shared ideology and common set of targets. HuJI leader Ilyas Kashmiri has spearheaded some of TTP\'s operations using resources of both TTP and HuJI.,Harkat-ul-Jihadi al-Islami,Tehrik-i-Taliban Pakistan,2008,1,Pakistan
377,all,217,105,HuJI and TTP are allies because of a shared ideology and common set of targets. HuJI leader Ilyas Kashmiri has spearheaded some of TTP\'s operations using resources of both TTP and HuJI.,Harkat-ul-Jihadi al-Islami,Tehrik-i-Taliban Pakistan,2008,1,Pakistan -- All
379,aff,117,215,ART has been a source of funding for LeJ.,Al Rashid Trust,Lashkar-e-Jhangvi,1996,1,Pakistan -- All
379,aff,117,215,ART has been a source of funding for LeJ.,Al Rashid Trust,Lashkar-e-Jhangvi,1996,1,Pakistan
381,all,79,223,LeT and HM have both received the assistance of ISI in carrying out operations across the Line of Control.,Lashkar-e-Taiba,Hizb-ul-Mujahideen,1994,1,Pakistan -- All
381,all,79,223,LeT and HM have both received the assistance of ISI in carrying out operations across the Line of Control.,Lashkar-e-Taiba,Hizb-ul-Mujahideen,1994,1,Pakistan
387,all,221,79,Jamaat-ud-Dawa is a front of LeT and came into being in 2002 to protect LeT.,Jamaat-ud-Dawa,Lashkar-e-Taiba,2002,1,Pakistan
387,all,221,79,Jamaat-ud-Dawa is a front of LeT and came into being in 2002 to protect LeT.,Jamaat-ud-Dawa,Lashkar-e-Taiba,2002,1,Pakistan -- All
389,aff,111,223,ART and HuM have cooperated in operations against Indian targets in Kashmir.,Al Akhtar Trust,Hizb-ul-Mujahideen,2003,1,Pakistan -- All
389,aff,111,223,ART and HuM have cooperated in operations against Indian targets in Kashmir.,Al Akhtar Trust,Hizb-ul-Mujahideen,2003,1,Pakistan
391,aff,111,219,AKT and HuM are affiliates with AKT providing financial resources to HuM.,Al Akhtar Trust,Harakat-ul-Mujahedeen,2002,1,Pakistan -- All
391,aff,111,219,AKT and HuM are affiliates with AKT providing financial resources to HuM.,Al Akhtar Trust,Harakat-ul-Mujahedeen,2002,1,Pakistan
489,spl,317,315,The Irish National Liberation Army (INLA) split from the Official Irish Republican Army (OIRA). INLA was made up of hardliners opposed to OIRA\'s declaration of a ceasefire in the wake of a bombing in England that mistakenly killed civilians and a priest. ,Official Irish Republican Army,Irish National Liberation Army,1974,0,Northern Ireland
491,riv,317,315,"The Official Irish Republican Army (OIRA) sought to suppress the Irish National Liberation Army (INLA) as soon as it broke away from the main group. In 1977, OIRA killed INLA Chief of Staff Seamus Costello.",Official Irish Republican Army,Irish National Liberation Army,1977,0,Northern Ireland
509,spl,317,315,The Irish National Liberation Army (INLA) split from the Official Irish Republican Army (OIRA) in protest over ceasefires OIRA had declared.,Official Irish Republican Army,Irish National Liberation Army,1974,0,Northern Ireland
511,riv,317,315,"The Official Irish Republican Army (OIRA) sought to suppress the Irish National Liberation Army (INLA) after it broke away, ultimately assassinating one of INLA\'s leaders in 1977.",Official Irish Republican Army,Irish National Liberation Army,1977,0,Northern Ireland
487,all,105,215,Pakistan\'s Ministry of Interior reported LeJ\'s alliance with TTP in 2009.,Tehrik-i-Taliban Pakistan,Lashkar-e-Jhangvi,2009,1,Pakistan
487,all,105,215,Pakistan\'s Ministry of Interior reported LeJ\'s alliance with TTP in 2009.,Tehrik-i-Taliban Pakistan,Lashkar-e-Jhangvi,2009,1,Pakistan -- All
487,all,105,215,Pakistan\'s Ministry of Interior reported LeJ\'s alliance with TTP in 2009.,Tehrik-i-Taliban Pakistan,Lashkar-e-Jhangvi,2009,1,Global Al Qaeda
397,spl,217,219,HuM splinters from HuJI to fight a jihad against Soviet Communist presence in Afghanistan.,Harkat-ul-Jihadi al-Islami,Harakat-ul-Mujahedeen,1985,1,Global Al Qaeda
397,spl,217,219,HuM splinters from HuJI to fight a jihad against Soviet Communist presence in Afghanistan.,Harkat-ul-Jihadi al-Islami,Harakat-ul-Mujahedeen,1985,1,Pakistan
397,spl,217,219,HuM splinters from HuJI to fight a jihad against Soviet Communist presence in Afghanistan.,Harkat-ul-Jihadi al-Islami,Harakat-ul-Mujahedeen,1985,1,Pakistan -- All
405,all,247,77,"Armed Proletarian Nuclei (NAP) collaborated in Naples with the Red Brigades (BR), which otherwise had little presence in Southern Italy.",Armed Proletarian Nuclei,Red Brigades,1976,0,Italy
475,mer,247,77,The Red Brigades (BR) absorbed the remaining assets of Armed Proletarian Nuclei (NAP) after NAP dissolved due to arrests in 1978.,Armed Proletarian Nuclei,Red Brigades,1978,0,Italy
407,spl,77,233,"The Red Brigades Fighting Communist Party (BR-PCC) split from the Red Brigades (BR), forming the militant core of the organization as other groups continued to split from the main branch.",Red Brigades,Red Brigades Fighting Communist Party,1981,0,Italy
409,spl,77,234,"The Red Brigades Guerrilla Party (BR-PG), composed mainly of the Naples wing of the Red Brigades, split from the Red Brigades (BR), arguing that the core organization was too focused on militancy. ",Red Brigades,Red Brigades Guerrilla Party,1981,0,Italy
411,spl,77,235,"The Red Brigades Walter Alasia Column (BR-WA), the Milan branch of the Red Brigades (BR), split from the Red Brigades (BR) over ideological and personal disputes with the central leadership. The BR-WA argued that the BR had lost touch with the working class.",Red Brigades,Red Brigades Walter Alasia,1980,0,Italy
413,spl,233,241,"The Union of Communist Combatants (UdCC) split from the Red Brigades Fighting Communist Party (BR-PCC) over ideological differences, with the UdCC embracing what it called a \""second position.\"" ",Red Brigades Fighting Communist Party,Union of Communist Combatants,1985,0,Italy
415,aff,230,231,The October 22 Circle received financial and logistical support from the better-financed Partisan Action Groups (GAP). The October 22 Circle may have served as the Genovese branch of GAP; some scholars treat the two groups interchangeably.,October 22 Circle,Partisan Action Groups,1969,0,Italy
417,mer,230,231,Partisan Action Groups (GAP) absorbed the October 22 Circle\'s remaining membership after most of the October 22 Circle\'s members were arrested.,October 22 Circle,Partisan Action Groups,1971,0,Italy
