"group_id","group_name","start_year","end_year","active","complete","description","on_any_map","page_url","old_description","last_updated","first_attack","last_attack","init_size_members","init_size_year","min_size_members","min_size_year","max_size_members","max_size_year","founding_city","founding_province","founding_country","founding_notes","us_designated","un_designated","other_designated","other_designated_names","state_sponsor","state_sponsor_names","Notes"
589,"Kurdish Democratic Party",1946,0,1,0,"The Kurdistan Democratic Party (KDP) is a nationalist, populist Iraqi Kurdish political party. It was established in 1946 in Iranian Kurdistan with aid from the Soviet Union.  The party is led by Masoud Barzani and ultimately seeks to establish an independent Kurdish state.  The KDP has historically been the most powerful of the Kurdish nationalist organizations. Between 1946-2003, the KDP fought both the Iraqi and Turkish governments in multiple conflicts. In 1975, Jalal Talabani split from the KDP and founded the Patriotic Union of Kurdistan (PUK). Today, the KDP and PUK are the largest and most powerful Kurdish political parties in Iraq. Together, the PUK and KDP can field roughly 75,000 fighters known as peshmerga, which have been engaged fighting the Islamic State (IS) since 2013. In recent years the KDP has been heavily criticized for its corruption and violence against dissidents. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"Kurdistan Workers Party",1978,0,1,0,"The Kurdistan Workers Party (PKK) is a nationalist Kurdish militant organization that was founded in 1978 by Abdullah Öcalan. The PKK is also sometimes known by the name of its armed wing, the Peoples Defense Force (HPG). The group is based out of Turkish and Iraqi Kurdistan. It has also staged attacks and established training camps in France, Belgium, and several Middle Eastern countries. The PKK is designated by NATO, the European Union, and the United States as a foreign terrorist organization. From 1984 to 2013, the PKK was locked in an armed struggle against Turkey for an independent Kurdish state in Turkish Kurdistan.  It also fought alongside the Patriotic Union of Kurdistan (PUK) against the Kurdish Democratic Party (KDP) in the 1994-1998 Kurdish Civil War.  In 2013, the PKK joined the PUK and KDP in the war against the Islamic State (IS). Also in 2013, the PKK signed a ceasefire agreement with the Turkish government; however, the agreement broke down after the PKK allegedly assassinated two Turkish police officers accused of having links to IS. Shortly after, Turkey joined the war against IS and, in doing so, directed the majority of its fire power against PKK camps in Iraqi Kurdistan. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,"Jund al-Islam",2001,2001,0,0,"Jund al-Islam was a Kurdish Islamist militant organization that was established in September 2001 and was led by Abdullah Shafi. The group was formed by the merger of the Second Soran Unit (SSU) and the Al-Tawhid Islamic Front (TIF), the latter of which was created when Kurdish Hamas and Tawhid had merged in July 2001. The formation of Jund al-Islam was encouraged and financially supported by Al Qaeda leader Osama bin Laden. At the groups inception, roughly 60 of Jund al-Islams estimated 400 fighters were trained by Al-Qaeda operatives in Afghanistan.  In the autumn of 2001, Jund al-Islam clashed with the Islamic Movement of Kurdistan (IMK) and eventually gained control of the Howraman region of Iraq.  Around the same time, Jund al-Islam signed a ceasefire agreement with Ali Bapirs Islamic group, after which the two organizations coordinated with one another.  Later in 2001, Jund al-Islam joined with Mullah Krekars Reformist Group to form Ansar al-Islam.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,"Tawhid",2000,2001,0,0,"Tawhid was a radical Kurdish Islamist militant organization led by Abdul Ghani Bazazi, who is believed to have formed the group in the summer of 2000.  Tawhid was based in Erbil, Iraq and fiercely opposed the Kurdish Democratic Party (KDP). Tawhids most notable attack was the assassination of the KDP's Christian governor of Erbil, Frasno Hariri, in February 2001. Additionally, the group claimed responsibility for a string of smaller attacks in Iraqi Kurdistan in 2000 and 2001 that targeted non-Muslims, foreigners, and women deemed to be dressed immodestly. When fleeing retaliatory attacks by the KDF, many Tawhid militants were sheltered by the Islamic Movement of Kurdistan (IMK) in Halabjah. In July 2001, Tawhid joined with Kurdish Hamas to form the Al-Tawhid Islamic Front (TIF), which later merged with several other groups to form Ansar al-Islam.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,"Alex Boncayao Brigade",1992,0,1,0,"The Alex Boncayao Brigade (ABB) is a Communist militant organization that emerged in the early 1990s as a splinter group of the Communist Party of the PhilippinesNew Peoples Army (CPP-NPA). It seeks to lead a revolutionary, mass-based movement to oust the Philippine government. The ABB was originally established on April 6, 1986 to serve as the CPP-NPAs guerilla force in Manila. ABB attacks killed more than two hundred people, including government employees and business owners, between the groups establishment and its split from the CPP-NPA. In the early 1990s, after a major rift within the CPP-NPA over tactics and ideology, the ABB left its parent organization. In 1997, it allied with the Revolutionary Proletarian Army (RPA), another CPP-NPA splinter group, and formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P). In December 2000, the RPM-P signed a peace agreement with the Philippine government, and it has put forward candidates for elected office. The ABB, in collaboration with the RPA, continues to operate as the RPM-Ps militant wing, although it claims to operate as a self-defense force and to prioritize mass-based politics over armed struggle. The U.S. State Department has included the ABB on its Terrorist Exclusion List since December 2001.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,"Bangsamoro Islamic Freedom Fighters",2010,0,1,1,"The Bangsamoro Islamic Freedom Fighters (BIFF), sometimes called the Bangsamoro Islamic Freedom Movement (BIFM), is an Islamic separatist organization based in the southern Philippines. It seeks an independent Islamic state for the Filipino Muslim minority, known as the Moro people, who live primarily in the Philippines Mindanao region. The BIFF was founded in 2010 by Ameril Umbra Kato as a splinter group of the Moro Islamic Liberation Front (MILF). It has attacked government forces and civilian targets, especially to undermine peace talks between the MILF and the Philippine government.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/bangsomoro-islamic-freedom-fighters","The Bangsamoro Islamic Freedom Fighters (BIFF), sometimes called the Bangsamoro Islamic Freedom Movement (BIFM), is an Islamic separatist organization based in the southern Philippines. It seeks an independent Islamic state for the Filipino Muslim minority, known as the Moro people, who live primarily in the Philippines¬¨√≠ Mindanao region. The BIFF was founded in 2010 by Ameril Umbra Kato as a splinter group of the Moro Islamic Liberation Front (MILF). It has attacked government forces and civilian targets, especially to undermine peace talks between the MILF and the Philippine government.","08/00/2018","08/05/2012","12/15/2017","300","2010","300",2010,"300",2010,"Maguindanao","Mindanao","Philippines","first attack location",0,0,0,"",0,"",""
603,"Justice for Islamic Movement",2013,0,1,0,"The Justice for Islamic Movement (JIM) was founded in November 2013 as a splinter group of the Bangsamoro Islamic Freedom Fighters (BIFF). The JIM seeks to establish an independent state in the southern Philippines governed by Shariah law and exclusively for Filipino Muslims. The group was founded by Mohammad Ali Tambako, who had previously served as the BIFFs leader, after he left or was ousted from the BIFF in 2013 for conducting an attack on a Christian community. However, Tambako and the BIFF seemingly reconciled soon after the JIMs establishment, and in 2015, the JIM and the BIFF formally allied themselves to fight against the Philippine government. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"Revolutionary Proletarian Army",1992,0,1,0,"The Revolutionary Proletarian Army (RPA) is a Communist militant organization that emerged in the 1990s as a splinter group of the Communist Party of the PhilippinesNew Peoples Army (CPP-NPA). The RPA was one of several splinter groups formed after a major rift in the early 1990s within the CPP-NPA, which occurred because of disagreements over tactics and ideology. The RPAs exact origins, goals, and early activities are unclear. In 1997, it allied with the Alex Boncayao Brigade (ABB), another CPP-NPA splinter group, and formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P). In December 2000, the RPM-P signed a peace agreement with the Philippine government, and it has put forward candidates for elected office. The RPA, in collaboration with the ABB, continues to operate as the RPM-Ps militant wing. The name RPA-ABB is often used to refer to both groups as a single entity because of their close alliance. However, while the ABB has been listed on the U.S. State Departments Terrorist Exclusion List since December 2001, the RPA has not been included on that list.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Bandas Criminales",2006,0,1,1,"Bandas Criminales (BACRIM) is a consolidation of criminal gangs that are the successors of the United Self Defense Forces of Colombia (AUC), a right wing paramilitary group. Unlike its predecessor, the AUC, BACRIM has no political motivation and it works closely with leftist guerrilla groups in the drug trade. The Colombian government does not recognize BACRIM as politically legitimate and for this reason, the Colombian government will not hold peace talks with BACRIM leaders.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/bandas-criminales","Bandas Criminales (BACRIM) is a consolidation of criminal gangs that are the successors of the United Self Defense Forces of Colombia (AUC), a right wing paramilitary group. Unlike its predecessor, the AUC, BACRIM has no political motivation and it works closely with leftist guerrilla groups in the drug trade. The Colombian government does not recognize BACRIM as politically legitimate and for this reason, the Colombian government will not hold peace talks with BACRIM leaders.","08/00/2019","09/00/2008","02/00/2018","10200","2008","310",2017,"10000",2014,"Cauca","","Colombia","first attack location",1,0,1,"Colombia",0,"",""
609,"Ansar al-Islam Syria",2014,0,1,0,"Following the advent of the civil war in Syria in 2011, Ansar al-Islam (AI) established a branch in Syria, which initially operated under the alias of Ansar al-Sham. This branch worked closely with AIs allies in the region, namely Jabhat al-Nusra and Al Qaeda. By 2014, AI had publicly acknowledged Ansar al-Sham as a branch of its organization and the group became known simply as Ansar al-Islam Syria (AI Syria). Then on August 29, 2014, AI officially merged with the Islamic State (IS). However, AI Syria rejected the merger and has continued to operate under the name of Ansar al-Islam.  The group is currently believed to be cooperating with Jabhat al-Nusra and Al Qaeda against the Assad Regime and IS.  Most recently, in February 2016, the group was reported to be fighting against forces of the Kurdistan Workers Party (PKK) and the Jaysh al-Thuwar, a coalition of several former Free Syrian Army units, in the Ashrafiyeh neighborhood of Aleppo. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"The Those Who Sign in Blood Brigade",2012,2013,0,1,"The Those Who Sign in Blood Brigade, also known as Al Mulathamun, was a Salafi-Jihadist militant organization that operated in the Sahel region of North-West Africa. The group was founded in December 2012 when Mokhtar Belmokhtar and his battalion broke away from Al Qaeda in the Islamic Maghreb (AQIM). Despite its split from AQIM, the Those Who Sign in Blood Brigade still swore its allegiance to Al Qaeda (AQ) leader Ayman al-Zawahiri and claimed to act in AQs name; however, the group was never formally recognized by AQ. The Those Who Sign in Blood Brigade quickly became known for its large-scale attacks, most notably its January 2013 attack on the In Amenas natural gas facility in Algeria that killed more than 38 civilians. Partially as a result of this attack, the U.S. Department of State designated the Those Who Sign in Blood Brigade as a Foreign Terrorist Organization in 2013. Throughout its history, the Those Who Sign in Blood Brigade often coordinated attacks with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO). In August 2013, the Those Who Sign in Blood Brigade merged with MUJAO to form Al Murabitoun.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/al-mulathamun-battalion","The Those Who Sign in Blood Brigade, also known as Al Mulathamun, was a Salafi-Jihadist militant organization that operated in the Sahel region of North-West Africa. The group was founded in December 2012 when Mokhtar Belmokhtar and his battalion broke away from Al Qaeda in the Islamic Maghreb (AQIM). Despite its split from AQIM, the Those Who Sign in Blood Brigade still swore its allegiance to Al Qaeda (AQ) leader Ayman al-Zawahiri and claimed to act in AQ¬¨√≠s name; however, the group was never formally recognized by AQ. The Those Who Sign in Blood Brigade quickly became known for its large-scale attacks, most notably its January 2013 attack on the In Amenas natural gas facility in Algeria that killed more than 38 civilians. Partially as a result of this attack, the U.S. Department of State designated the Those Who Sign in Blood Brigade as a Foreign Terrorist Organization in 2013. Throughout its history, the Those Who Sign in Blood Brigade often coordinated attacks with the Mouvement pour l¬¨√≠Unification et le Jihad en Afrique de l¬¨√≠Ouest (MUJAO). In August 2013, the Those Who Sign in Blood Brigade merged with MUJAO to form Al Murabitoun.","06/00/2018","01/16/2013","06/01/2013",NA,NA,NA,NA,NA,NA,"","Sahel","Mali","",1,1,0,"",0,"",""
